0 1.99674e-15 -5 0 -5.74 0
1e-06 187.779 -4.99977 0.000118254 -5.7399 -1e-06
2e-06 531.082 -4.99913 0.000452663 -5.73962 -1e-06
3e-06 975.54 -4.99794 0.00106681 -5.73908 -1e-06
4e-06 1501.67 -4.99612 0.00201186 -5.73825 -1e-06
5e-06 2098.12 -4.99357 0.00333167 -5.73709 -1e-06
6e-06 2757.15 -4.99022 0.00506499 -5.73556 -1e-06
7e-06 3472.99 -4.986 0.00724668 -5.73363 -1e-06
8e-06 4241.1 -4.98085 0.00990841 -5.73127 -1e-06
9e-06 5057.72 -4.9747 0.0130791 -5.72845 -1e-06
1e-05 5919.66 -4.96752 0.0167853 -5.72516 -1e-06
1.1e-05 6824.14 -4.95923 0.0210513 -5.72136 -1e-06
1.2e-05 7768.68 -4.9498 0.0258995 -5.71703 -1e-06
1.3e-05 8751.03 -4.93917 0.03135 -5.71216 -1e-06
1.4e-05 9769.14 -4.92732 0.0374213 -5.70672 -1e-06
1.5e-05 10821.1 -4.91419 0.0441299 -5.70069 -1e-06
1.6e-05 11905 -4.89975 0.0514907 -5.69407 -1e-06
1.7e-05 13019.3 -4.88396 0.0595165 -5.68682 -1e-06
1.8e-05 14162.2 -4.86679 0.0682186 -5.67895 -1e-06
1.9e-05 15332.2 -4.8482 0.0776061 -5.67042 -1e-06
2e-05 16527.7 -4.82818 0.0876867 -5.66124 -1e-06
2.1e-05 17747.2 -4.80669 0.0984659 -5.65138 -1e-06
2.2e-05 18989.3 -4.7837 0.109948 -5.64084 -1e-06
2.3e-05 20252.6 -4.75919 0.122134 -5.62961 -1e-06
2.4e-05 21535.5 -4.73315 0.135024 -5.61767 -1e-06
2.5e-05 22836.8 -4.70555 0.148617 -5.60502 -1e-06
2.6e-05 24155.1 -4.67637 0.162909 -5.59165 -1e-06
2.7e-05 25488.9 -4.6456 0.177893 -5.57755 -1e-06
2.8e-05 26836.9 -4.61322 0.193561 -5.56273 -1e-06
2.9e-05 28197.8 -4.57923 0.209905 -5.54716 -1e-06
3e-05 29570.3 -4.54362 0.22691 -5.53086 -1e-06
3.1e-05 30953.1 -4.50637 0.244564 -5.51381 -1e-06
3.2e-05 32344.8 -4.46749 0.26285 -5.49602 -1e-06
3.3e-05 33744.1 -4.42696 0.281749 -5.47748 -1e-06
3.4e-05 35149.8 -4.38479 0.30124 -5.45819 -1e-06
3.5e-05 36560.6 -4.34099 0.321301 -5.43815 -1e-06
3.6e-05 37975.2 -4.29554 0.341905 -5.41737 -1e-06
3.7e-05 39392.4 -4.24847 0.363026 -5.39585 -1e-06
3.8e-05 40811 -4.19977 0.384634 -5.37358 -1e-06
3.9e-05 42229.7 -4.14946 0.406695 -5.35059 -1e-06
4e-05 43647.3 -4.09756 0.429176 -5.32686 -1e-06
4.1e-05 45062.6 -4.04407 0.45204 -5.3024 -1e-06
4.2e-05 46474.5 -3.98901 0.475247 -5.27723 -1e-06
4.3e-05 47881.9 -3.93241 0.498755 -5.25134 -1e-06
4.4e-05 49283.5 -3.87428 0.522521 -5.22475 -1e-06
4.5e-05 50678.3 -3.81466 0.546498 -5.19747 -1e-06
4.6e-05 52065.3 -3.75356 0.570637 -5.1695 -1e-06
4.7e-05 53443.3 -3.69103 0.594887 -5.14086 -1e-06
4.8e-05 54811.3 -3.6271 0.619194 -5.11156 -1e-06
4.9e-05 56168.4 -3.5618 0.643503 -5.08161 -1e-06
5e-05 57513.5 -3.49517 0.667756 -5.05102 -1e-06
5.1e-05 58845.7 -3.42726 0.691891 -5.01981 -1e-06
5.2e-05 60164.1 -3.35811 0.715847 -4.98799 -1e-06
5.3e-05 61467.9 -3.28777 0.739559 -4.95557 -1e-06
5.4e-05 62756.1 -3.2163 0.762961 -4.92258 -1e-06
5.5e-05 64028 -3.14374 0.785982 -4.88902 -1e-06
5.6e-05 65282.8 -3.07017 0.808554 -4.85492 -1e-06
5.7e-05 66519.8 -2.99563 0.830604 -4.82028 -1e-06
5.8e-05 67738.2 -2.92021 0.852058 -4.78514 -1e-06
5.9e-05 68937.3 -2.84396 0.87284 -4.7495 -1e-06
6e-05 70116.7 -2.76697 0.892875 -4.71338 -1e-06
6.1e-05 71275.6 -2.68931 0.912085 -4.67681 -1e-06
6.2e-05 72413.5 -2.61106 0.930391 -4.6398 -1e-06
6.3e-05 73529.8 -2.53231 0.947714 -4.60237 -1e-06
6.4e-05 74624.2 -2.45314 0.963976 -4.56454 -1e-06
6.5e-05 75696.2 -2.37365 0.979097 -4.52632 -1e-06
6.6e-05 76745.3 -2.29394 0.992998 -4.48775 -1e-06
6.7e-05 77771.2 -2.21411 1.0056 -4.44884 -1e-06
6.8e-05 78773.5 -2.13425 1.01683 -4.4096 -1e-06
6.9e-05 79752 -2.05448 1.02661 -4.37006 -1e-06
7e-05 80706.4 -1.9749 1.03487 -4.33024 -1e-06
7.1e-05 81636.4 -1.89563 1.04153 -4.29015 -1e-06
7.2e-05 82541.9 -1.81678 1.04653 -4.24981 -1e-06
7.3e-05 83422.6 -1.73847 1.04981 -4.20924 -1e-06
7.4e-05 84278.4 -1.66081 1.0513 -4.16846 -1e-06
7.5e-05 85109.1 -1.58393 1.05095 -4.12748 -1e-06
7.6e-05 85914.7 -1.50794 1.04871 -4.08632 -1e-06
7.7e-05 86695.1 -1.43296 1.04453 -4.045 -1e-06
7.8e-05 87450.1 -1.3591 1.03838 -4.00352 -1e-06
7.9e-05 88179.9 -1.28649 1.03022 -3.96191 -1e-06
8e-05 88884.2 -1.21523 1.02003 -3.92017 -1e-06
8.1e-05 89563.1 -1.14544 1.00779 -3.87832 -1e-06
8.2e-05 90216.5 -1.07721 0.993486 -3.83637 -1e-06
8.3e-05 90844.6 -1.01065 0.977121 -3.79433 -1e-06
8.4e-05 91447.2 -0.94586 0.958695 -3.7522 -1e-06
8.5e-05 92024.4 -0.882913 0.938222 -3.71001 -1e-06
8.6e-05 92576.2 -0.821895 0.915721 -3.66774 -1e-06
