0 1.99674e-15 -5 0 -5.74 0
2.53704e-07 23.9968 -4.99999 3.83411e-06 -5.74 -2.53704e-07
4.84244e-07 63.2789 -4.99997 1.30214e-05 -5.73999 -2.3054e-07
7.14783e-07 113.481 -4.99994 2.94974e-05 -5.73998 -2.3054e-07
9.07825e-07 162.429 -4.9999 4.9244e-05 -5.73997 -1.93042e-07
1.10087e-06 216.901 -4.99985 7.56124e-05 -5.73994 -1.93042e-07
1.29391e-06 276.383 -4.99979 0.000109212 -5.73992 -1.93042e-07
1.46355e-06 332.478 -4.99972 0.00014473 -5.73989 -1.69637e-07
1.63318e-06 391.924 -4.99964 0.000186597 -5.73985 -1.69637e-07
1.80282e-06 454.542 -4.99955 0.000235153 -5.73981 -1.69637e-07
1.97246e-06 520.179 -4.99944 0.00029072 -5.73976 -1.69637e-07
2.14209e-06 588.701 -4.99932 0.000353605 -5.73971 -1.69637e-07
2.29289e-06 651.938 -4.9992 0.000415508 -5.73965 -1.50794e-07
2.44368e-06 717.289 -4.99907 0.000483614 -5.73959 -1.50794e-07
2.59447e-06 784.686 -4.99892 0.000558118 -5.73953 -1.50794e-07
2.74527e-06 854.069 -4.99877 0.000639208 -5.73946 -1.50794e-07
2.89606e-06 925.381 -4.9986 0.000727066 -5.73938 -1.50794e-07
3.04685e-06 998.573 -4.99841 0.000821869 -5.7393 -1.50794e-07
3.19765e-06 1073.59 -4.99822 0.000923791 -5.73921 -1.50794e-07
3.34844e-06 1150.4 -4.99801 0.001033 -5.73912 -1.50794e-07
3.48388e-06 1220.88 -4.99781 0.0011371 -5.73902 -1.35444e-07
3.61933e-06 1292.74 -4.99759 0.00124732 -5.73893 -1.35444e-07
3.75477e-06 1365.96 -4.99737 0.00136378 -5.73883 -1.35444e-07
3.89022e-06 1440.5 -4.99713 0.00148659 -5.73872 -1.35444e-07
4.02566e-06 1516.34 -4.99688 0.00161586 -5.73861 -1.35444e-07
4.1611e-06 1593.47 -4.99662 0.0017517 -5.73849 -1.35444e-07
4.29655e-06 1671.86 -4.99634 0.00189422 -5.73836 -1.35444e-07
4.43199e-06 1751.49 -4.99606 0.00204351 -5.73823 -1.35444e-07
4.56743e-06 1832.34 -4.99575 0.00219969 -5.73809 -1.35444e-07
4.70288e-06 1914.4 -4.99544 0.00236285 -5.73795 -1.35444e-07
4.83832e-06 1997.63 -4.99511 0.0025331 -5.7378 -1.35444e-07
4.97377e-06 2082.03 -4.99477 0.00271052 -5.73764 -1.35444e-07
5.10921e-06 2167.59 -4.99441 0.00289523 -5.73748 -1.35444e-07
5.24465e-06 2254.27 -4.99404 0.00308731 -5.73731 -1.35444e-07
5.36608e-06 2332.94 -4.9937 0.00326552 -5.73715 -1.21429e-07
5.48751e-06 2412.5 -4.99334 0.00344979 -5.73699 -1.21429e-07
5.60894e-06 2492.93 -4.99297 0.00364019 -5.73682 -1.21429e-07
5.73037e-06 2574.24 -4.99259 0.00383679 -5.73665 -1.21429e-07
5.8518e-06 2656.4 -4.9922 0.00403964 -5.73647 -1.21429e-07
5.97323e-06 2739.41 -4.9918 0.00424882 -5.73629 -1.21429e-07
6.09466e-06 2823.26 -4.99138 0.00446439 -5.73609 -1.21429e-07
6.21609e-06 2907.94 -4.99095 0.00468641 -5.7359 -1.21429e-07
6.33751e-06 2993.45 -4.99051 0.00491494 -5.7357 -1.21429e-07
6.45894e-06 3079.77 -4.99006 0.00515003 -5.73549 -1.21429e-07
6.58037e-06 3166.89 -4.98959 0.00539176 -5.73528 -1.21429e-07
6.7018e-06 3254.81 -4.98911 0.00564018 -5.73506 -1.21429e-07
6.82323e-06 3343.52 -4.98861 0.00589534 -5.73483 -1.21429e-07
6.94466e-06 3433.02 -4.98811 0.00615731 -5.7346 -1.21429e-07
7.06609e-06 3523.28 -4.98759 0.00642615 -5.73436 -1.21429e-07
7.18752e-06 3614.32 -4.98706 0.0067019 -5.73412 -1.21429e-07
7.30895e-06 3706.12 -4.98651 0.00698463 -5.73387 -1.21429e-07
7.43038e-06 3798.67 -4.98595 0.00727439 -5.73361 -1.21429e-07
7.5518e-06 3891.96 -4.98537 0.00757123 -5.73335 -1.21429e-07
7.67323e-06 3986 -4.98479 0.00787522 -5.73308 -1.21429e-07
7.79466e-06 4080.77 -4.98418 0.0081864 -5.7328 -1.21429e-07
7.91609e-06 4176.26 -4.98357 0.00850483 -5.73252 -1.21429e-07
8.03752e-06 4272.48 -4.98294 0.00883055 -5.73223 -1.21429e-07
8.15895e-06 4369.42 -4.98229 0.00916363 -5.73194 -1.21429e-07
8.26802e-06 4457.08 -4.9817 0.00946877 -5.73167 -1.09067e-07
