0 1.99674e-15 -5 0 -5.74
2.56928e-05 21649.4 -4.32457 0.314336 -5.4311
5.13857e-05 50832.2 -2.85201 0.764916 -4.74853
6.42321e-05 64132.8 -2.00501 0.901515 -4.33578
8.03208e-05 76369.5 -0.990108 0.78877 -3.75379
9.45711e-05 83053.2 -0.312686 0.418523 -3.22143
9.81525e-05 84336 -0.181374 0.296427 -3.08786
0.000102399 85505.9 -0.0615283 0.129562 -2.92899
0.000103726 85821.5 -0.0308655 0.073855 -2.8794
0.000104555 86004.1 -0.0144024 0.0376995 -2.84842
0.000105074 86112.4 -0.00522852 0.014577 -2.82907
0.000105235 86145.5 -0.00253217 0.0072756 -2.82302
0.000105337 86166 -0.000914563 0.00268258 -2.81925
0.000105368 86172.4 -0.000419622 0.00124275 -2.81807
0.000105378 86174.4 -0.000266455 0.000792171 -2.8177
0.000105384 86175.6 -0.00017121 0.000510354 -2.81747
0.000105392 86177.2 -5.27672e-05 0.000157823 -2.81718
0.000105393 86177.4 -3.4315e-05 0.000102718 -2.81713
0.000105395 86177.7 -1.12871e-05 3.38205e-05 -2.81708
0.000105395 86177.8 -4.09877e-06 1.22867e-05 -2.81706
0.000105395 86177.9 -1.85347e-06 5.55699e-06 -2.81705
0.000105396 86177.9 -4.50903e-07 1.35062e-06 -2.81705
0.000105396 86177.9 1.14527e-08 3.20595e-08 -2.81705
0.000105396 86177.9 -3.02842e-08 3.29796e-07 -2.81705
0.000105396 86177.9 -9.5847e-08 4.40591e-07 -2.81705
0.000105396 86177.9 -1.0461e-07 4.53789e-07 -2.81704
0.000105397 86178 -8.90747e-08 4.51648e-07 -2.81699
0.000105403 86178.5 -1.56796e-07 4.51521e-07 -2.81674
0.000105431 86181.1 -2.89218e-08 -5.54863e-07 -2.8155
0.000105571 86193.5 -3.82195e-07 -2.35947e-06 -2.8093
0.000106274 86245.7 -4.14666e-06 -8.25493e-06 -2.77826
0.000109786 86275.9 3.15709e-06 -5.6499e-05 -2.62301
0.000127349 82004.6 0.00123025 -0.00150073 -1.88538
0.00019211 52010.9 0.00404221 -0.00478181 -0.162434
0.000256872 28849.7 0.00556076 -0.00652495 0.78905
0.000321633 15301.7 0.00633253 -0.00738879 1.28596
0.000413902 5807.08 0.00672498 -0.0077993 1.55672
0.000545685 182.711 0.00666978 -0.00768699 1.55104
0.000739723 0 0.00288855 -0.0247847 1.54758

