0 1.99674e-15 -5 0 -5.74
1.5625e-07 11.5983 -5 9.38194e-07 -5.74
2.7616e-07 27.2524 -5 2.62998e-06 -5.74
3.9607e-07 46.8082 -5 5.53575e-06 -5.74
4.97395e-07 65.8742 -4.99999 8.99128e-06 -5.73999
5.98719e-07 86.9957 -4.99999 1.35548e-05 -5.73999
7.00044e-07 109.989 -4.99998 1.93244e-05 -5.73999
7.89474e-07 131.725 -4.99998 2.54231e-05 -5.73998
8.78903e-07 154.73 -4.99997 3.25869e-05 -5.73997
9.68333e-07 178.936 -4.99997 4.08714e-05 -5.73996
1.05776e-06 204.288 -4.99996 5.03296e-05 -5.73996
1.14719e-06 230.735 -4.99995 6.10123e-05 -5.73994
1.22686e-06 255.182 -4.99994 7.15368e-05 -5.73993
1.30652e-06 280.436 -4.99993 8.31029e-05 -5.73992
1.38619e-06 306.471 -4.99992 9.57428e-05 -5.73991
1.46586e-06 333.266 -4.99991 0.000109488 -5.73989
1.54552e-06 360.799 -4.9999 0.000124368 -5.73988
1.62519e-06 389.051 -4.99988 0.000140414 -5.73986
1.70485e-06 418.004 -4.99987 0.000157654 -5.73984
1.78452e-06 447.641 -4.99985 0.000176116 -5.73982
1.85614e-06 474.859 -4.99984 0.000193724 -5.73981
1.92777e-06 502.607 -4.99982 0.000212361 -5.73979
1.9994e-06 530.875 -4.99981 0.000232046 -5.73976
2.07102e-06 559.653 -4.99979 0.000252798 -5.73974
2.14265e-06 588.934 -4.99977 0.000274636 -5.73972
2.21428e-06 618.707 -4.99975 0.000297577 -5.73969
2.2859e-06 648.966 -4.99973 0.000321641 -5.73967
2.35753e-06 679.702 -4.99971 0.000346844 -5.73964
2.42915e-06 710.908 -4.99969 0.000373204 -5.73961
2.50078e-06 742.577 -4.99966 0.000400739 -5.73958
2.57241e-06 774.703 -4.99964 0.000429464 -5.73955
2.64403e-06 807.278 -4.99961 0.000459397 -5.73952
2.71566e-06 840.297 -4.99959 0.000490554 -5.73949
2.78729e-06 873.754 -4.99956 0.000522952 -5.73945
2.85152e-06 904.124 -4.99954 0.000553014 -5.73942
2.91575e-06 934.837 -4.99951 0.000584097 -5.73939
2.97998e-06 965.89 -4.99948 0.000616212 -5.73935
3.04421e-06 997.278 -4.99945 0.000649371 -5.73932
3.10844e-06 1029 -4.99943 0.000683585 -5.73928
3.17267e-06 1061.05 -4.9994 0.000718863 -5.73924
3.2369e-06 1093.42 -4.99937 0.000755219 -5.7392
3.30113e-06 1126.12 -4.99933 0.00079266 -5.73916
3.36536e-06 1159.14 -4.9993 0.0008312 -5.73912
3.42959e-06 1192.47 -4.99927 0.000870847 -5.73908
3.49382e-06 1226.12 -4.99923 0.000911613 -5.73903
3.55805e-06 1260.07 -4.9992 0.000953508 -5.73899
3.62228e-06 1294.33 -4.99916 0.000996541 -5.73894
3.68651e-06 1328.9 -4.99913 0.00104072 -5.73889
3.75074e-06 1363.77 -4.99909 0.00108606 -5.73884
3.81497e-06 1398.93 -4.99905 0.00113257 -5.73879
3.8792e-06 1434.4 -4.99901 0.00118026 -5.73874
3.94343e-06 1470.15 -4.99897 0.00122914 -5.73869
4.00766e-06 1506.2 -4.99893 0.00127922 -5.73863
4.07189e-06 1542.54 -4.99888 0.0013305 -5.73858
4.13612e-06 1579.16 -4.99884 0.001383 -5.73852
4.20035e-06 1616.07 -4.99879 0.00143672 -5.73846
4.26458e-06 1653.26 -4.99875 0.00149169 -5.7384
4.32881e-06 1690.73 -4.9987 0.00154789 -5.73834
4.38645e-06 1724.6 -4.99866 0.00159935 -5.73828
4.4441e-06 1758.68 -4.99861 0.00165182 -5.73823
4.50174e-06 1792.99 -4.99857 0.00170531 -5.73817
4.55938e-06 1827.52 -4.99852 0.00175983 -5.73811
4.61702e-06 1862.26 -4.99847 0.00181539 -5.73805
4.67466e-06 1897.22 -4.99843 0.00187199 -5.73799
4.73231e-06 1932.39 -4.99838 0.00192963 -5.73792
4.78995e-06 1967.78 -4.99833 0.00198834 -5.73786
4.84759e-06 2003.39 -4.99828 0.0020481 -5.73779
4.90523e-06 2039.2 -4.99823 0.00210894 -5.73773
4.96287e-06 2075.22 -4.99818 0.00217084 -5.73766
5.02052e-06 2111.45 -4.99812 0.00223383 -5.73759
5.07816e-06 2147.89 -4.99807 0.0022979 -5.73752
5.1358e-06 2184.53 -4.99801 0.00236307 -5.73745
5.19344e-06 2221.38 -4.99796 0.00242933 -5.73738
5.25108e-06 2258.43 -4.9979 0.0024967 -5.7373
5.30873e-06 2295.69 -4.99784 0.00256518 -5.73723
5.36637e-06 2333.15 -4.99779 0.00263478 -5.73715
5.42401e-06 2370.8 -4.99773 0.0027055 -5.73708
5.48165e-06 2408.66 -4.99767 0.00277735 -5.737
5.53929e-06 2446.71 -4.99761 0.00285033 -5.73692
